Game_ID,Player_ID,OffRtg,DefRtg
006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,92.3076923076923,114.28571428571428
096e231adad0be6ab1cc89cce56847f8,ae53f8ba6761b64a174051da817785bc,126.92307692307692,103.84615384615385
b2b580f1d233c5b3d115028275714306,ae53f8ba6761b64a174051da817785bc,114.28571428571428,93.75
d508da19217d10b9a4566ef06184b4fd,ae53f8ba6761b64a174051da817785bc,57.14285714285714,160.0
e08f26c110e19f7afa4cbe5aed43be4a,ae53f8ba6761b64a174051da817785bc,139.3939393939394,125.0
ff42c1cba89fd3f3a7a6711a11d5576d,ae53f8ba6761b64a174051da817785bc,43.75,75.0
006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,118.75,94.11764705882352
096e231adad0be6ab1cc89cce56847f8,44230324724c84f122ac62a5f0918314,81.81818181818183,126.08695652173914
5a2bb80caeb8ee7d84bca860e2c38249,44230324724c84f122ac62a5f0918314,113.23529411764706,118.33333333333333
72deb55b6e864b5d58cd2900bf4079b4,44230324724c84f122ac62a5f0918314,113.04347826086956,134.0
b2b580f1d233c5b3d115028275714306,44230324724c84f122ac62a5f0918314,112.5,85.71428571428571
c92a96dcef0009c7d3583cd2e603099c,44230324724c84f122ac62a5f0918314,134.28571428571428,146.15384615384613
d2bc9ecd1c1dca587901bcc901896076,44230324724c84f122ac62a5f0918314,95.34883720930233,117.14285714285715
d508da19217d10b9a4566ef06184b4fd,44230324724c84f122ac62a5f0918314,129.41176470588235,110.25641025641026
e08f26c110e19f7afa4cbe5aed43be4a,44230324724c84f122ac62a5f0918314,150.0,134.88372093023256
ff42c1cba89fd3f3a7a6711a11d5576d,44230324724c84f122ac62a5f0918314,95.23809523809523,86.36363636363636
006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,120.75471698113208,122.03389830508475
096e231adad0be6ab1cc89cce56847f8,8d2127290c94bd41b82a2938734bc750,136.0,124.44444444444444
b2b580f1d233c5b3d115028275714306,8d2127290c94bd41b82a2938734bc750,112.6984126984127,127.86885245901641
d508da19217d10b9a4566ef06184b4fd,8d2127290c94bd41b82a2938734bc750,125.49019607843137,140.0
e08f26c110e19f7afa4cbe5aed43be4a,8d2127290c94bd41b82a2938734bc750,182.35294117647058,154.16666666666669
ff42c1cba89fd3f3a7a6711a11d5576d,8d2127290c94bd41b82a2938734bc750,109.6774193548387,101.88679245283019
006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,118.5185185185185,112.28070175438596
096e231adad0be6ab1cc89cce56847f8,48ec4e6c52f418d5ca4ef510ba473ea0,128.57142857142858,132.8125
5a2bb80caeb8ee7d84bca860e2c38249,48ec4e6c52f418d5ca4ef510ba473ea0,116.88311688311688,135.2112676056338
72deb55b6e864b5d58cd2900bf4079b4,48ec4e6c52f418d5ca4ef510ba473ea0,110.71428571428572,139.34426229508196
b2b580f1d233c5b3d115028275714306,48ec4e6c52f418d5ca4ef510ba473ea0,124.28571428571429,104.10958904109589
c92a96dcef0009c7d3583cd2e603099c,48ec4e6c52f418d5ca4ef510ba473ea0,125.80645161290323,154.83870967741936
d2bc9ecd1c1dca587901bcc901896076,48ec4e6c52f418d5ca4ef510ba473ea0,108.64197530864197,123.94366197183098
d508da19217d10b9a4566ef06184b4fd,48ec4e6c52f418d5ca4ef510ba473ea0,126.02739726027397,115.06849315068493
e08f26c110e19f7afa4cbe5aed43be4a,48ec4e6c52f418d5ca4ef510ba473ea0,140.0,125.80645161290323
ff42c1cba89fd3f3a7a6711a11d5576d,48ec4e6c52f418d5ca4ef510ba473ea0,101.3157894736842,102.35294117647058
006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0
096e231adad0be6ab1cc89cce56847f8,e816ff284dc3f965b8f3d605a3b91bae,100.0,83.33333333333334
b2b580f1d233c5b3d115028275714306,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0
d508da19217d10b9a4566ef06184b4fd,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0
e08f26c110e19f7afa4cbe5aed43be4a,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0
ff42c1cba89fd3f3a7a6711a11d5576d,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0
006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
096e231adad0be6ab1cc89cce56847f8,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
b2b580f1d233c5b3d115028275714306,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
d508da19217d10b9a4566ef06184b4fd,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
e08f26c110e19f7afa4cbe5aed43be4a,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
ff42c1cba89fd3f3a7a6711a11d5576d,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,114.99999999999999,124.39024390243902
096e231adad0be6ab1cc89cce56847f8,616281dee946056b071699476fdee9ec,134.6153846153846,132.14285714285714
5a2bb80caeb8ee7d84bca860e2c38249,616281dee946056b071699476fdee9ec,122.22222222222223,128.57142857142858
72deb55b6e864b5d58cd2900bf4079b4,616281dee946056b071699476fdee9ec,120.0,129.72972972972974
b2b580f1d233c5b3d115028275714306,616281dee946056b071699476fdee9ec,126.3157894736842,139.4736842105263
c92a96dcef0009c7d3583cd2e603099c,616281dee946056b071699476fdee9ec,95.65217391304348,139.1304347826087
d2bc9ecd1c1dca587901bcc901896076,616281dee946056b071699476fdee9ec,121.81818181818183,125.0
d508da19217d10b9a4566ef06184b4fd,616281dee946056b071699476fdee9ec,119.04761904761905,115.38461538461537
e08f26c110e19f7afa4cbe5aed43be4a,616281dee946056b071699476fdee9ec,138.57142857142856,120.37037037037037
ff42c1cba89fd3f3a7a6711a11d5576d,616281dee946056b071699476fdee9ec,101.42857142857142,112.16216216216218
006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,117.85714285714286,116.12903225806453
096e231adad0be6ab1cc89cce56847f8,e814950408915f43de2b079dce7c21c5,119.40298507462686,132.87671232876713
5a2bb80caeb8ee7d84bca860e2c38249,e814950408915f43de2b079dce7c21c5,86.0,129.41176470588235
72deb55b6e864b5d58cd2900bf4079b4,e814950408915f43de2b079dce7c21c5,104.91803278688525,134.7826086956522
b2b580f1d233c5b3d115028275714306,e814950408915f43de2b079dce7c21c5,121.62162162162163,105.63380281690141
c92a96dcef0009c7d3583cd2e603099c,e814950408915f43de2b079dce7c21c5,116.39344262295081,143.93939393939394
d2bc9ecd1c1dca587901bcc901896076,e814950408915f43de2b079dce7c21c5,106.02409638554218,123.94366197183098
d508da19217d10b9a4566ef06184b4fd,e814950408915f43de2b079dce7c21c5,117.14285714285715,101.33333333333334
e08f26c110e19f7afa4cbe5aed43be4a,e814950408915f43de2b079dce7c21c5,141.55844155844156,126.47058823529412
ff42c1cba89fd3f3a7a6711a11d5576d,e814950408915f43de2b079dce7c21c5,98.78048780487805,112.04819277108433
006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,88.88888888888889,130.3030303030303
096e231adad0be6ab1cc89cce56847f8,2ad626904c8b28cceb8e12c624a84240,115.15151515151516,88.57142857142857
b2b580f1d233c5b3d115028275714306,2ad626904c8b28cceb8e12c624a84240,110.00000000000001,103.2258064516129
d508da19217d10b9a4566ef06184b4fd,2ad626904c8b28cceb8e12c624a84240,0.0,0.0
e08f26c110e19f7afa4cbe5aed43be4a,2ad626904c8b28cceb8e12c624a84240,141.3793103448276,123.33333333333334
ff42c1cba89fd3f3a7a6711a11d5576d,2ad626904c8b28cceb8e12c624a84240,72.41379310344827,96.66666666666667
006728e4c10e957011e1f24878e6054a,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
096e231adad0be6ab1cc89cce56847f8,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
b2b580f1d233c5b3d115028275714306,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
d508da19217d10b9a4566ef06184b4fd,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
e08f26c110e19f7afa4cbe5aed43be4a,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
ff42c1cba89fd3f3a7a6711a11d5576d,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,109.72222222222223,118.84057971014492
096e231adad0be6ab1cc89cce56847f8,766802a8fda500d7945950de7398c9c6,137.87878787878788,119.6969696969697
b2b580f1d233c5b3d115028275714306,766802a8fda500d7945950de7398c9c6,105.95238095238095,119.75308641975309
d508da19217d10b9a4566ef06184b4fd,766802a8fda500d7945950de7398c9c6,112.65822784810126,119.17808219178083
e08f26c110e19f7afa4cbe5aed43be4a,766802a8fda500d7945950de7398c9c6,131.57894736842107,134.32835820895522
ff42c1cba89fd3f3a7a6711a11d5576d,766802a8fda500d7945950de7398c9c6,110.63829787234043,106.74157303370787
006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,112.5,113.99999999999999
096e231adad0be6ab1cc89cce56847f8,99104de2626f67c1fa2ce70504970c3f,140.9090909090909,137.77777777777777
5a2bb80caeb8ee7d84bca860e2c38249,99104de2626f67c1fa2ce70504970c3f,105.71428571428572,121.21212121212122
72deb55b6e864b5d58cd2900bf4079b4,99104de2626f67c1fa2ce70504970c3f,109.09090909090908,127.27272727272727
b2b580f1d233c5b3d115028275714306,99104de2626f67c1fa2ce70504970c3f,132.75862068965517,98.30508474576271
